title,total_sales,Publisher,Developer,Platform,Japan_sales,Na_sales,Other_sales,Pal_sales
Metal Gear Ac!d 2,0.18,Konami,Kojima Productions,Play Station,0.05,0.11,0.01,0.01
Pro Evolution Soccer 2013,0.18,Konami Digital Entertainment,Konami,Nintendo,0.1,0.05,0.01,0.02
Trinity Universe,0.18,NIS America,Nippon Ichi Software / Gust,Play Station ,0.03,0.07,0.02,0.06
Danganronpa V3: Killing Harmony,0.18,NIS America,Spike Chunsoft,Play Station,0.13,0.02,0.01,0.01
Naruto Shippuden: Dragon Blade Chronicles,0.18,Atlus,8ing/Raizing,Wii,0.05,0.11,0.01,0.02
Armored Core: Last Raven,0.18,Agetec,From Software,Play Station ,0.08,0.05,0.01,0.04
K-1 World Grand Prix,0.18,Konami,Konami,Play Station ,0.1,0.04,0.01,0.03
Lego Star Wars: The Force Awakens,0.18,Warner Bros. Interactive Entertainment,TT Fusion,Play Station,0.02,0.02,0.03,0.1
Dynasty Warriors: Gundam 3,0.18,Tecmo Koei,Omega Force,X box,0.02,0.11,0.01,0.03
Velvet Assassin,0.18,SouthPeak Interactive,Replay Studios,X box,0.01,0.14,0.01,0.02
Demon Gaze,0.17,NIS America,Unknown,Play Station,0.09,0.04,0.02,0.03
Time and Eternity,0.17,NIS America,imageepoch Inc.,Play Station ,0.06,0.06,0.02,0.03
Lost in Blue 3,0.17,Konami,Konami,Nintendo,0.06,0.09,0.01,0.02
Mega Man 11,0.17,Capcom,Capcom,Play Station ,0.03,0.09,0.03,0.03
Let's TAP,0.17,Sega,PROPE,Wii,0.01,0.08,0.02,0.06
Fighter Maker,0.17,Agetec,ASCII Entertainment,Play Station ,0.07,0.05,0.01,0.04
Ar nosurge: Ode to an Unborn Star,0.17,Tecmo Koei,Gust,Play Station ,0.06,0.05,0.02,0.04
Bomberman 64: The Second Attack!,0.17,Vatical Entertainment,HuNintendoon Soft,Nintendo,0.11,0.05,0,0.01
Final Fantasy XIV: Stormblood,0.17,Square Enix,Square Enix,Play Station ,0.04,0.05,0.02,0.06
Space Griffon VF-9,0.17,Atlus,Panther Software,Play Station ,0.12,0.02,0.01,0.02
N3 II: Ninety-Nine Nights,0.17,Konami,Q Entertainment / Phantagram / FeelPlus,X box,0.04,0.06,0.01,0.06
The Cursed Crusade,0.17,Atlus,Kylotonn Entertainment,Play Station ,0.01,0.07,0.02,0.07
Gallop Racer 2001,0.17,Tecmo,Tecmo,Play Station ,0.06,0.05,0.01,0.04
Beat Down: Fists of Vengeance,0.17,Capcom,Cavia Inc.,Play Station ,0.09,0.04,0.01,0.03
Disney Golf,0.17,Electronic Arts,Tikipod,Play Station ,0.02,0.07,0.02,0.06
Clock Tower II: The Struggle Within,0.17,Agetec,Human Entertainment,Play Station ,0.12,0.02,0.01,0.01
Hyperdimension Neptunia Victory,0.17,Compile Heart,Idea Factory,Play Station ,0.06,0.05,0.02,0.04
Bomberman Land,0.17,HuNintendoon Soft,HuNintendoon Soft,Wii,0.03,0.11,0.01,0.02
Cubivore: Survival of the Fittest,0.17,Atlus,Saru Brunei / Intelligent Systems,GC,0.15,0.01,0,0
Doctor Lautrec and the Forgotten Knights,0.17,Konami,Konami,Nintendo,0.03,0.07,0.01,0.05
Ride 2,0.16,Milestone S.r.l,Milestone S.r.l.,Play Station ,0.01,0.07,0.03,0.06
Castlevania Judgment,0.16,Konami,Konami / Eighting,Wii,0.01,0.12,0.01,0.02
Akiba's Trip: Undead & Undressed,0.16,Xseed Games,Acquire,Play Station,0.08,0.04,0.02,0.02
Clash of the Titans: The Videogame,0.16,Namco Bandai,Game Republic,X box,0,0.08,0.02,0.06
F1 Championship Season 2000,0.16,Electronic Arts,EA Sports,Play Station ,0.03,0.06,0.02,0.05
NBA Street Homecourt,0.17,Electronic Arts,EA Canada,Play Station ,0,0.13,0.02,0.01
Lost Kingdoms,0.17,Activision,From Software,GC,0.04,0.1,0,0.02
Zoo Keeper,0.17,Ignition Entertainment,"Buddiez, Inc.",Nintendo,0.05,0.1,0.01,0.01
Guilty Gear Judgment,0.16,Majesco,Arc System Works,Play Station,0.02,0.13,0.01,0
El Shaddai: Ascension of the Metatron,0.16,Ignition Entertainment,Ignition Entertainment,X box,0.03,0.07,0.01,0.05
Digimon Story: Cyber Sleuth - Hacker's Memory,0.16,Namco Bandai Games,Media.Vision,Play Station ,0.04,0.05,0.02,0.05
Marble Saga: Kororinpa,0.16,Konami,HuNintendoon Soft,Wii,0,0.09,0.01,0.05
True Swing Golf,0.16,Nintendo,Tikipod,Nintendo,0.04,0.11,0.01,0
Naruto Shippuden: Ultimate Ninja Storm Legacy,0.16,Namco Bandai Games,CyberConnect2,Play Station ,0.03,0.07,0.02,0.04
Warriors Orochi 3,0.16,Tecmo Koei,Omega Force,X box,0.03,0.09,0.01,0.03
Berserk and the Band of the Hawk,0.16,Tecmo Koei,Omega Force,Play Station ,0.05,0.07,0.02,0.02
Dewy's Adventure,0.16,Konami,Konami,Wii,0.01,0.14,0.01,0
The King of Fighters XII,0.16,Ignition Entertainment,SNK Playmore Corporation,Play Station ,0.03,0.11,0.01,0.01
BlazBlue: Chrono Phantasma Extend,0.16,Aksys Games,Arc System Works,Play Station ,0.02,0.08,0.02,0.04
Klonoa,0.16,Namco Bandai,Paon Corporation,Wii,0.03,0.1,0.01,0.02
Innocent Life: A Futuristic Harvest Moon,0.16,Natsume,ArtePiazza,Play Station,0.03,0.08,0.02,0.03
Yu-Gi-Oh! 5D's: Duel Transer,0.16,Konami,Konami,Wii,0.02,0.11,0.01,0.02
Dynasty Warriors 8: Xtreme LegenNintendo,0.16,Tecmo Koei,Unknown,Play Station ,0.11,0.02,0.01,0.02
Shinobido 2: Revenge of Zen,0.16,Namco Bandai,Acquire,Play Station,0.02,0.05,0.03,0.06
Mugen Souls,0.16,NIS America,Compile Heart,Play Station ,0.08,0.04,0.01,0.03
Naruto Powerful Shippuden,0.16,Namco Bandai Games,Namco Bandai Games,Nintendo,0.04,0.08,0.01,0.02
Psychic Force,0.16,Acclaim Entertainment,Taito Corporation,Play Station ,0.13,0.01,0.01,0.01
Castlevania: LorNintendo of Shadow - Mirror of Fate,0.16,Konami Digital Entertainment,Mercury Steam,Nintendo,0.03,0.04,0.01,0.08
Time Hollow,0.16,Konami,Tenky,Nintendo,0.11,0.03,0,0.01
Bomberman Land Touch! 2,0.16,HuNintendoon Entertainment,HuNintendoon Soft,Nintendo,0.01,0.13,0.01,0
Custom Robo Arena,0.16,Nintendo,Noise Inc.,Nintendo,0.12,0.01,0,0.02
Deadly Premonition: The Director's Cut,0.16,Rising Star Games,Access Games,Play Station ,0,0.08,0.03,0.05
Disgaea 4: A Promise Unforgotten,0.16,NIS America,Unknown,Play Station,0.08,0.03,0.02,0.03
Konami Krazy Racers,0.16,Konami,KCEK,GBA,0.04,0.09,0,0.03
Valkyria Revolution,0.16,Sega,Media.Vision,Play Station ,0.07,0.04,0.02,0.03
Mr. Driller 2,0.16,Namco,Namco,GBA,0.15,0,0,0
Dragon Ball: Origins 2,0.16,Namco Bandai,Game Republic,Nintendo,0.08,0.05,0.01,0.02
PaRappa The Rapper,0.15,Sony Computer Entertainment,epics,Play Station,0.02,0.11,0.02,0
Earth Defense Force 2025,0.15,D3Publisher,Sandlot,X box,0.05,0.07,0.01,0.03
Chou Megami Shinkou Noire Gekishin Black Heart,0.15,Idea Factory,Unknown,Play Station,0.06,0.06,0.02,0.01
Cave Story+,0.15,Nicalis,Studio Pixel,Nintendo,0.01,0.11,0.01,0.03
Fire Emblem Warriors,0.15,Nintendo,Omega Force,Nintendo,0.04,0.07,0.01,0.03
Project Sylpheed: Arc of Deception,0.15,Microsoft,Game Arts / Seta Corporation,X box,0.02,0.12,0.01,0.01
Arcana Heart,0.16,Atlus,Examu Inc.,Play Station ,0.04,0.06,0.02,0.05
Xenoblade Chronicles 2: Torna ~ The Golden Country,0.16,Nintendo,Monolith Soft,Nintendo,0.02,0.08,0.01,0.05
Gravity Rush Remastered,0.16,Sony Computer Entertainment,Bluepoint Games,Play Station ,0.05,0.02,0.02,0.06
Fist of the North Star: Ken's Rage,0.16,Tecmo Koei,Tecmo Koei Games,X box,0.06,0.07,0.01,0.02
Namco Museum Vol.5,0.15,Namco,Namco,Play Station ,0.12,0.02,0.01,0.01
Tears to Tiara II: Heir of the Overlord,0.15,NIS America,Sting,Play Station ,0.06,0.07,0.02,0.01
Samurai Warriors: Katana,0.15,KOEI,Omega Force,Wii,0.04,0.11,0.01,0
MLB Power Pros 2008,0.15,2K Sports,PawaPuro Production,Play Station ,0.05,0.05,0.01,0.04
Warriors Orochi 3,0.15,Tecmo Koei,Omega Force,Play Station ,0.04,0.04,0.02,0.05
Bomberman,0.15,Ubisoft,HuNintendoon Soft,Nintendo,0.03,0.1,0.01,0.01
Toukiden 2,0.15,Tecmo Koei,Omega Force,Play Station,0.13,0.02,0.01,0
Dengeki Bunko Fighting Climax,0.15,Sega,Sega,Play Station,0.08,0.05,0.02,0
One Piece Unlimited World: Red,0.15,Namco Bandai Games,Ganbarion,Play Station,0.04,0.04,0.03,0.04
Space Invaders Extreme,0.15,Square Enix,Taito Corporation,Nintendo,0.01,0.12,0.01,0.01
FIFA 06: Road to FIFA World Cup,0.15,EA Sports,EA Canada,X box,0.01,0.11,0.01,0.02
Final Fantasy XI: Vana'diel Collection 2008,0.15,Square Enix,Square Enix,X box,0.01,0.13,0.01,0
Atelier Sophie: The Alchemist of the Mysterious Book,0.15,Tecmo Koei,Gust,Play Station ,0.07,0.04,0.01,0.03
Farming Simulator 2013,0.15,Focus Home Interactive,Giants Software,Play Station ,0.02,0,0.02,0.1
Fate/Extella: The Umbral Star,0.15,Xseed Games,Marvelous Entertainment,Play Station,0.1,0.03,0.01,0
Harvest Moon: Hero of Leaf Valley,0.15,Natsume,Marvelous Interactive,Play Station,0.05,0.07,0.02,0.02
Armored Core: For Answer,0.15,Ubisoft,From Software,X box,0.07,0.06,0.01,0.01
Gear.Club Unlimited,0.15,MicroiNintendo,Eden Games,Nintendo,0.01,0.1,0.01,0.03
Metroid Prime: Federation Force,0.15,Nintendo,Next Level Games,Nintendo,0.03,0.08,0.01,0.02
Cave Story 3D,0.15,NIS America,Nicalis,Nintendo,0.01,0.09,0.01,0.03
Arslan: The Warriors of Legend,0.14,Tecmo Koei,Koei Tecmo Games,Play Station ,0.06,0.03,0.01,0.04
F1 2011,0.14,Codemasters,Codemasters,Play Station,0.01,0.03,0.02,0.08
Victorious Boxers: Revolution,0.14,Xseed Games,Cavia Inc.,Wii,0.06,0.07,0.01,0
Xevious 3D/G+,0.14,Namco,Namco,Play Station ,0.11,0.01,0.01,0.01
Murdered: Soul Suspect,0.14,Square Enix,Airtight Games,Play Station ,0.02,0.05,0.02,0.05
Under Night In-Birth,0.14,Aksys Games,Ecole Software,Play Station ,0.05,0.07,0.02,0.01
Metal Slug Anthology,0.14,SNK Playmore,Terminal Reality,Wii,0,0.12,0.01,0.01
TRINITY: Souls of Zill O'll,0.14,Tecmo Koei,Omega Force,Play Station ,0.03,0.06,0.01,0.03
Mr. Driller: Drill Spirits,0.14,Namco,Namco,Nintendo,0.05,0.08,0.01,0
Epidemic,0.14,Sony Computer Entertainment,Genki,Play Station ,0.1,0.02,0.01,0.01
X-Blades,0.14,SouthPeak Interactive,Gaijin Entertainment,X box,0.02,0.1,0.01,0.02
Just Cause,0.14,Eidos Interactive,Avalanche Studios,X box,0.01,0.1,0.01,0.03
Dino Crisis 3,0.14,Capcom,Capcom Production Studio 4,X box,0.03,0.08,0,0.03
Secret Agent Clank,0.14,Sony Computer Entertainment,High Impact Games,Play Station,0.04,0.04,0.02,0.04
Ultimate Muscle - The Kinnikuman Legacy: LegenNintendo vs New Generation,0.14,Bandai,Aki Corporation,GC,0.08,0.04,0,0.01
The Walking Dead: Season Two,0.14,Telltale Games,Unknown,Play Station,0.02,0.08,0.03,0.01
Rodea the Sky Soldier,0.14,NIS America,Kadokawa Games,WiiU,0.01,0.1,0.01,0.02
Shining Soul,0.14,Atlus,Next Entertainment,GBA,0.09,0.03,0,0.01
Ys VIII: Lacrimosa of Dana,0.14,NIS America,Falcom,Play Station,0.11,0.01,0.01,0.01
In the Hunt,0.14,THQ,Xing Entertainment,Play Station ,0.07,0.03,0.01,0.02
Marvel vs. Capcom 2,0.14,Capcom,Capcom,X box,0.01,0.09,0,0.03
Deception IV: Blood Ties,0.14,Tecmo Koei,Tecmo Koei Games,Play Station,0.07,0.02,0.02,0.03
Metal Slug 7,0.14,Ignition Entertainment,SNK Playmore Corporation,Nintendo,0.01,0.12,0.01,0
Guilty Gear,0.14,Atlus,Arc System Works,Play Station ,0.07,0.03,0.01,0.02
Metal Gear Solid V: Ground Zeroes,0.14,Konami Digital Entertainment,Kojima Productions,X box,0.01,0.06,0.01,0.05
Naruto Shippuden: Kizuna Drive,0.14,Namco Bandai,Bandai Namco Games,Play Station,0.05,0.04,0.02,0.03
X-Blades,0.14,SouthPeak Interactive,Gaijin Entertainment,Play Station ,0.02,0.07,0.01,0.03
Magnetica,0.14,Nintendo,Mitchell,Nintendo,0.03,0.08,0.01,0.01
Resident Evil: Revelations 2,0.13,Sony Computer Entertainment,Capcom,Play Station,0.08,0,0.01,0.04
Samurai Warriors 4-II,0.13,Tecmo Koei,Omega Force,Play Station ,0.07,0.04,0.01,0.02
Kororinpa: Marble Mania,0.13,Konami,HuNintendoon Soft,Wii,0.03,0.08,0.01,0.02
BlazBlue: Continuum Shift II,0.13,Aksys Games,Arc System Works,Play Station,0.07,0.03,0.01,0.02
Trillion: God of Destruction,0.13,Idea Factory,Compile Heart,Play Station,0.07,0.04,0.02,0.01
Rumble Roses XX,0.13,Konami,Yuke's Future Media Creators,X box,0.04,0.07,0.01,0.01
Persona 4 Arena,0.13,Atlus,Arc System Works,X box,0.03,0.08,0.01,0.01
Hyperdimension Neptunia U: Action Unleashed,0.13,Idea Factory International,Compile Heart,Play Station,0.06,0.04,0.02,0.01
Romance of the Three Kingdoms IV: Wall of Fire,0.13,KOEI,Koei/Inis,Play Station ,0.04,0.05,0.01,0.03
MegaTagmension Blanc + Neptune VS Zombies,0.13,Idea Factory International,Compile Heart,Play Station,0.06,0.04,0.02,0.01
Castlevania: Legacy of Darkness,0.13,Konami,KCEK,Nintendo,0.05,0.06,0,0.02
Akiba's Trip: Undead & Undressed,0.13,Xseed Games,Acquire,Play Station ,0.04,0.06,0.02,0.01
Eat Lead: The Return of Matt Hazard,0.13,D3 Publisher,Vicious Cycle,Play Station ,0,0.09,0.01,0.02
Steel Battalion: Heavy Armor,0.13,Capcom,From Software,X box,0.02,0.08,0.01,0.02
Otogi: Myth of Demons,0.13,Sega,From Software,X box,0.03,0.08,0,0.02
Deception IV: Blood Ties,0.13,Tecmo Koei,Tecmo Koei Games,Play Station ,0.07,0.03,0.01,0.02
NeverDead,0.13,Konami,Rebellion Developments,Play Station ,0.01,0.06,0.02,0.04
Gladiator Begins,0.13,Aksys Games,Acquire,Play Station,0.05,0.05,0.01,0.01
Baroque,0.13,Atlus,Sting,Play Station ,0.02,0.05,0.01,0.04
Eat Lead: The Return of Matt Hazard,0.12,D3 Publisher,Vicious Cycle,X box,0,0.1,0.01,0.01
Killer is Dead,0.13,Xseed Games,Grasshopper Manufacture,X box,0.01,0.09,0.01,0.02
Assassin's Creed Chronicles,0.12,Ubisoft,Climax Studios,Play Station,0.02,0.01,0.02,0.07
Echo Night,0.12,Agetec,From Software,Play Station ,0.07,0.03,0.01,0.02
Shantae: Half-Genie Hero,0.12,Xseed Games,WayForward Technologies,Nintendo,0.01,0.09,0.01,0.01
The King of Fighters '98 Ultimate Match,0.12,Ignition Entertainment,SNK Playmore Corporation,Play Station ,0.03,0.04,0.01,0.03
Undead Knights,0.12,Tecmo,Team Tachyon,Play Station,0.06,0.05,0.01,0.01
Portal Knights,0.12,505 Games,Keen Games,Play Station ,0.03,0.02,0.01,0.05
Fire Pro Wrestling World,0.12,Spike Chunsoft,Spike Chunsoft,Play Station ,0.03,0.06,0.02,0.02
Tokyo New World Record: Operation Abyss,0.12,NIS America,Experience Inc.,Play Station,0.06,0.04,0.01,0.01
Dynasty Warriors 8: Xtreme LegenNintendo,0.12,Tecmo Koei,Unknown,Play Station,0.05,0.03,0.02,0.03
Dungeon Travelers 2: The Royal Library & The Monster Seal,0.12,Atlus,Aqua Plus,Play Station,0.05,0.03,0.02,0.02
Samurai Warriors 4: Empires,0.12,Tecmo Koei,Omega Force,Play Station ,0.07,0.03,0.01,0.01
Deca Sports Extreme,0.12,Konami,HuNintendoon Soft,Nintendo,0.03,0.08,0.01,0
WRC: FIA World Rally Championship,0.12,Unknown,Milestone S.r.l,X box,0,0,0.01,0.1
Tenchu: Shadow Assassins,0.12,Ubisoft,From Software,Play Station,0.05,0.03,0.01,0.03
Lost Planet 3,0.12,Capcom,Spark Unlimited,X box,0.01,0.07,0.01,0.04
The Sky Crawlers: Innocent Aces,0.12,Xseed Games,Project ACES,Wii,0.01,0.08,0.01,0.02
BlazBlue: Central Fiction,0.12,Aksys Games,Arc System Works,Play Station ,0.03,0.04,0.01,0.03
Lost Magic,0.12,Ubisoft,Taito Corporation,Nintendo,0.02,0.09,0.01,0
BlazBlue: Continuum Shift EXTEND,0.12,Aksys Games,Arc System Works,Play Station,0.02,0.03,0.02,0.05
Lost in Shadow,0.12,HuNintendoon Soft,HuNintendoon Soft,Wii,0.01,0.09,0.01,0
F1 2002,0.12,EA Sports,Visual Sciences Ltd.,Play Station ,0.02,0.05,0.01,0.04
Transformer: Rise of the Dark Spark,0.11,Activision,Edge of Reality,Play Station ,0.01,0.04,0.02,0.04
Dokapon Kingdom,0.11,Atlus,Sting,Play Station ,0.02,0.05,0.01,0.04
Pac 'n Roll,0.11,Namco,Namco,Nintendo,0.02,0.09,0.01,0
The King of Fighters XII,0.11,Ignition Entertainment,SNK Playmore Corporation,X box,0.01,0.09,0.01,0
Mana Khemia: Student Alliance,0.11,Nippon Ichi Software,Gust,Play Station,0.03,0.06,0.01,0
Super Swing Golf Season 2,0.11,Tecmo,Ntreev Soft,Wii,0.03,0.08,0.01,0
Calling,0.11,HuNintendoon Soft,HuNintendoon Soft,Wii,0,0.06,0.01,0.04
The Witch and the Hundred Knight,0.11,NIS America,Nippon Ichi Software,Play Station ,0.06,0.03,0.01,0.01
Jake Hunter Detective Story: Memories of the Past,0.11,Aksys Games,WorkJam,Nintendo,0.05,0.06,0,0
Murakumo: Renegade Mech Pursuit,0.11,Ubisoft,From Software,X box,0.06,0.04,0,0.01
BlazBlue: Calamity Trigger Portable,0.11,Aksys Games,Arc System Works,Play Station,0.03,0.07,0.01,0.01
Odama,0.11,Nintendo,VIVARIUM Inc.,GC,0.02,0.07,0,0.02
Lost in Blue,0.11,Konami,Konami Computer Entertainment Hawaii,Nintendo,0.02,0.07,0.01,0.02
Sacred 3,0.11,Deep Silver,Keen Games,Play Station ,0.03,0.03,0.01,0.04
Prinny: Can I Really Be the Hero?,0.11,NIS America,Nippon Ichi Software,Play Station,0.05,0.04,0.01,0.01
BlazBlue: Continuum Shift II,0.11,Aksys Games,Arc System Works,Nintendo,0.04,0.05,0.01,0.02
Ys VIII: Lacrimosa of Dana,0.11,NIS America,Nihon Falcom Corporation,Nintendo,0.03,0.03,0.01,0.03
Champion Jockey: G1 Jockey & Gallop Racer,0.11,Tecmo Koei,Tecmo Koei Games,Wii,0.01,0.06,0.01,0.03
Goal Storm '97,0.11,Konami,Konami,Play Station ,0.09,0.01,0.01,0
Guilty Gear Xrd -Revelator-,0.11,Aksys Games,Arc System Works,Play Station ,0.04,0.03,0.01,0.02
Assassin's Creed Chronicles,0.11,Ubisoft,Climax Studios,Play Station ,0.02,0.02,0.01,0.05
Carnage Heart,0.11,Sony Computer Entertainment,ArtDink,Play Station ,0.09,0.01,0.01,0.01
Viewtiful Joe: Double Trouble!,0.11,Capcom,Clover Studio,Nintendo,0.01,0.08,0.01,0
Project: Horned Owl,0.11,Sony Computer Entertainment,Alfa System,Play Station ,0.05,0.03,0.01,0.02
Gallop Racer 2006,0.1,Tecmo,Tecmo,Play Station ,0.06,0.02,0.01,0.02
Blades of Time,0.1,Konami Digital Entertainment,Gaijin Games Inc.,X box,0,0.07,0.01,0.02
JU-ON: The Grudge,0.1,Xseed Games,FeelPlus,Wii,0.01,0.07,0.01,0.01
Exit Nintendo,0.1,Taito,Taito Corporation,Nintendo,0.01,0.09,0.01,0
The Seven Deadly Sins: Knights of Britannia,0.1,Bandai Namco Entertainment,Natsume Atari,Play Station ,0.02,0.05,0.01,0.02
G1 Jockey 3,0.1,KOEI,Koei/Inis,Play Station ,0.07,0.02,0,0.01
Baten Kaitos Origins,0.1,Nintendo,tri-Crescendo / Monolith Soft,GC,0.02,0.06,0,0.02
E·O·E: Eve Of Extinction,0.1,Eidos Interactive,Yuke's Future Media Creators,Play Station ,0.02,0.04,0.01,0.03
Zone of the Enders: The 2nd Runner MARS,0.1,Konami,Cygames,Play Station ,0.03,0.05,0.01,0.01
Monster Rancher EVO,0.1,Tecmo,Tecmo,Play Station ,0.05,0.02,0.01,0.02
NAtURAL DOCtRINE,0.1,NIS America,Kadokawa Games,Play Station ,0.02,0.05,0.01,0.02
Sudden Strike 4,0.1,Kalypso Media,Kite Games,Play Station ,0.01,0.05,0.02,0.03
DragonseeNintendo,0.1,Jaleco,Unknown,Play Station ,0.04,0.03,0.01,0.02
Bullet Witch,0.1,Atari,Cavia Inc.,X box,0.02,0.07,0.01,0.01
Odin Sphere: Leifthrasir,0.1,Atlus,Vanillaware,Play Station ,0.04,0.03,0.01,0.02
Blades of Time,0.1,Konami Digital Entertainment,Gaijin Games Inc.,Play Station ,0.01,0.04,0.01,0.03
Guilty Gear Xrd REV 2,0.1,Aksys Games,Arc System Works,Play Station ,0.03,0.04,0.01,0.01
Contact,0.1,Atlus,Grasshopper Manufacture,Nintendo,0.03,0.07,0.01,0
Opoona,0.1,KOEI,ArtePiazza,Wii,0.01,0.08,0.01,0
NeverDead,0.1,Konami,Rebellion Developments,X box,0,0.06,0.01,0.03
Dead or Alive 5 Last Round,0.1,Tecmo Koei,Team Ninja,X box,0.01,0.05,0.01,0.03
Blue Dragon: Awakened Shadow,0.1,D3 Publisher,Mistwalker Corporation / tri-Crescendo / Bird Studio,Nintendo,0.03,0.06,0,0
Shadow Tower,0.1,Agetec,From Software,Play Station ,0.07,0.01,0.01,0.01
Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,0.1,Bandai,Banpresto,GBA,0.03,0.05,0,0.02
Hyperdimension Idol Neptunia PP,0.1,Namco Bandai Games,Idea Factory,Play Station,0.04,0.02,0.01,0.02
Steel Battalion,0.1,Capcom,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",X box,0.02,0.05,0,0.02
Lost Dimension,0.1,Atlus,Lancarse,Play Station,0.02,0.04,0.02,0.02
Populous Nintendo,0.09,Xseed Games,Genki,Nintendo,0.02,0.07,0.01,0
Arcania: Gothic 4,0.09,JoWood Productions,Spellbound Entertainment AG,X box,0.01,0.04,0.01,0.04
Forever Kingdom,0.09,Agetec,From Software,Play Station ,0.04,0.02,0.01,0.02
Space Invaders Extreme,0.09,Square Enix,"GULTI co.,ltd.",Play Station,0.01,0.06,0.01,0.02
Earth Defense Force 2: Invaders from Planet Space,0.09,Xseed Games,Sandlot,Play Station,0.04,0.04,0.01,0
Riviera: The Promised Land,0.09,Atlus,Sting,Play Station,0.02,0.07,0.01,0
Last Rebellion,0.09,NIS America,Hit Maker,Play Station ,0.01,0.06,0.01,0.01
Lock's Quest,0.09,THQ,5TH Cell,Nintendo,0,0.08,0.01,0
Fullmetal Alchemist: Dual Sympathy,0.09,Destineer,Bandai,Nintendo,0.04,0.05,0,0
Quantum Theory,0.09,Tecmo Koei,Team Tachyon,X box,0,0.06,0.01,0.02
Mystic Heroes,0.09,KOEI,Koei,GC,0.04,0.03,0,0.01
Pro Evolution Soccer 2018,0.09,Konami Digital Entertainment,Konami Digital Entertainment,Play Station ,0.03,0.01,0.01,0.04
R-Type Command,0.09,Atlus,Irem Software Engineering,Play Station,0.01,0.07,0.02,0
Crimson Sea,0.09,KOEI,Koei,X box,0.04,0.04,0,0.01
Battle Fantasia,0.09,Aksys Games,Arc System Works,X box,0.01,0.07,0.01,0
Grand Kingdom,0.09,NIS America,Monochrome Corporation,Play Station,0.05,0.02,0.01,0.01
NBA 2K18,0.09,2K Sports,Visual Concepts,Play Station ,0.01,0.06,0.01,0.01
Theme Hospital,0.09,Electronic Arts,Krisalis Software,Play Station ,0.03,0.03,0.01,0.02
Shining Resonance Refrain,0.09,Sega,Media.Vision,Nintendo,0.01,0.05,0.01,0.01
Killer7,0.09,Capcom,Grasshopper Manufacture,Play Station ,0,0.04,0.01,0.03
Bomberman Land Touch!,0.09,Atlus,HuNintendoon Soft,Nintendo,0.04,0.04,0,0
Guilty Gear XX Accent Core Plus,0.08,Aksys Games,Arc System Works,Play Station,0.04,0.03,0.01,0.01
Lost Dimension,0.08,Atlus,Lancarse,Play Station ,0,0.06,0.01,0.01
Warriors Orochi 3 Hyper,0.08,Tecmo Koei,Koei,WiiU,0.02,0.04,0.01,0.03
Tokyo Twilight Ghost Hunters,0.08,Aksys Games,Toybox Games,Play Station,0.02,0.04,0.01,0.01
The King of Fighters 2006,0.08,SNK Playmore,SNK Playmore Corporation,Play Station ,0.05,0.01,0,0.01
Shining Resonance Refrain,0.08,Sega,Media.Vision,Play Station ,0.04,0.03,0.01,0.01
A-Train,0.08,Maxis,ArtDink,Play Station ,0.04,0.02,0.01,0.01
Earth Defense Force 2017,0.08,D3 Publisher,Sandlot,X box,0.03,0.04,0,0.01
Final Fantasy XI: Vana'diel Collection 2008,0.08,Square Enix,Square Enix,Play Station ,0.01,0.03,0.01,0.03
New International Track & Field,0.08,Konami,Sumo Digital,Nintendo,0,0.07,0.01,0
Elebits: The Adventures of Kai and Zero,0.08,Konami,Konami,Nintendo,0,0.07,0.01,0
WRC 6,0.08,Namco Bandai Games,Bigben Interactive,Play Station ,0.01,0.03,0.01,0.02
The Legend of Kage 2,0.08,Taito,Taito Corporation,Nintendo,0,0.07,0.01,0
Baroque,0.08,Atlus,Sting,Wii,0,0.07,0.01,0
God Wars: Future Past,0.07,NIS America,Kadokawa Games,Play Station ,0.02,0.03,0.01,0.01
The Rub Rabbits!,0.07,Sega,Sonic Team,Nintendo,0.04,0.03,0,0
Mugen Souls Z,0.07,NIS America,Compile Heart,Play Station ,0.04,0.02,0.01,0.01
Tank! Tank! Tank!,0.07,Namco Bandai Games,Namco Bandai Games,WiiU,0.05,0.02,0,0.01
Sushi Striker: The Way of Sushido,0.07,Nintendo,Indies Zero,Nintendo,0.03,0.02,0,0.01
Dynasty Warriors Nintendo: Fighter's Battle,0.07,KOEI,Omega Force,Nintendo,0.03,0.04,0,0
NAtURAL DOCtRINE,0.07,NIS America,Kadokawa Games,Play Station,0.03,0.02,0.01,0.01
